FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,VALUATION,Valutazione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valutazione (NOTE_VALUATION),NOTE_EDITION,Edizione (NOTE_EDITION),UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2021,549307,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2022,595017,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2023,636286,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2015,485706,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2016,498333,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2017,512460,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2018,524558,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2019,529105,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2020,496233,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2021,549307,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2022,595017,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2023,641432,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2024,655767,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M1,Gen-2025,2022,572973,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",T_BIS__2025M1_N2,"'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i ""'Conti ed aggregati economici nazionali annuali""'",,EURO,,6
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M1,Gen-2025,2023,598910,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",T_BIS__2025M1_N2,"'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i ""'Conti ed aggregati economici nazionali annuali""'",,EURO,,6
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2015,480674,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2016,493277,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2017,510623,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2018,519358,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2019,525741,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2020,488113,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2021,545615,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2022,572258,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M6,Giu-2025,2023,599539,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2015,480674,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2016,493277,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2017,510623,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2018,519358,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2019,525741,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2020,488113,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2021,545615,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2022,572258,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2023,600867,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,B1G_B_W2_S1,Valore aggiunto,Y,"'Prezzi dell""'anno precedente'",N,Dati grezzi,2025M12,Dic-2025,2024,647748,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,Valore aggiunto:Si intende valore aggiunto a prezzi base,VAL__Y_N1,"'Prezzi dell""'anno precedente:indicano il valore di un prodotto al tempo corrente espresso ai prezzi dell""'anno precedente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2015,67659,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2016,67938,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2017,68149,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2018,68037,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2019,66503,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2020,57956,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2021,63536,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2022,65565,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M6,Giu-2025,2023,65994,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2015,67659,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2016,67938,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2017,68149,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2018,68037,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2019,66503,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2020,57956,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2021,63536,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2022,65565,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2023,66228,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,N,Dati grezzi,2025M12,Dic-2025,2024,66846,,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M1,Gen-2025,2021,66715,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",T_BIS__2025M1_N2,"'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i ""'Conti ed aggregati economici nazionali annuali""'",,EURO,,6
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M1,Gen-2025,2022,68054,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",T_BIS__2025M1_N2,"'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i ""'Conti ed aggregati economici nazionali annuali""'",,EURO,,6
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M1,Gen-2025,2023,72582,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",T_BIS__2025M1_N2,"'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i ""'Conti ed aggregati economici nazionali annuali""'",,EURO,,6
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2015,60460,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2016,62621,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2017,63923,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2018,64987,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2019,66091,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2020,57956,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2021,66717,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2022,68034,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M6,Giu-2025,2023,72521,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2015,60460,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2016,62621,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2017,63923,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2018,64987,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2019,66091,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2020,57956,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
A,Annuale,ITC,Nord-ovest,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2021,66717,,,VAL__V_N3,"'Prezzi correnti:l""'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.'",,,EURO,Euro,6,Milioni
